id,updated,published,title,summary,author,comment,link_alternate,link_related,primary_category,category,doi,journal_ref
http://arxiv.org/abs/1706.09962v2,2017-10-12T17:49:37Z,2017-06-29T21:46:59Z,"Connecting the progenitors, pre-explosion variability, and giant
  outbursts of luminous blue variables with Gaia16cfr","We present multi-epoch, multi-colour pre-outburst photometry and
post-outburst light curves and spectra of the luminous blue variable (LBV)
outburst Gaia16cfr discovered by the Gaia satellite on 1 December 2016. We
detect Gaia16cfr in 13 epochs of Hubble Space Telescope imaging spanning phases
of 10 yr to 8 months before the outburst and in Spitzer Space Telescope imaging
13 years before outburst. Pre-outburst optical photometry is consistent with an
18 Msun F8 I star, although the star was likely reddened and closer to 30 Msun.
The pre-outburst source exhibited a significant near-infrared excess consistent
with a 120 AU shell with 4x10-6 Msun of dust. We infer that the source was
enshrouded by an optically-thick and compact shell of circumstellar material
from an LBV wind, which formed a pseudo-photosphere consistent with S Dor-like
variables in their ""maximum"" phase. Within a year of outburst, the source was
highly variable on 10-30 day timescales. The outburst light curve closely
matches that of the 2012 outburst of SN 2009ip, although the observed
velocities are significantly slower than in that event. In Halpha, the outburst
had an excess of blueshifted emission at late times centred around -1500 km/s,
similar to that of double-peaked Type IIn supernovae and the LBV outburst SN
2015bh. From the pre-outburst and post-outburst photometry, we infer that the
outburst ejecta are evolving into a dense, highly structured circumstellar
environment from precursor outbursts within years of the December 2016 event.","[{'name': 'Charles D. Kilpatrick'}, {'name': 'Ryan J. Foley'}, {'name': 'Maria R. Drout'}, {'name': 'Yen-Chen Pan'}, {'name': 'Fiona H. Panther'}, {'name': 'David A. Coulter'}, {'name': 'Alexei V. Filippenko'}, {'name': 'G. H. Marion'}, {'name': 'Anthony L. Piro'}, {'name': 'Armin Rest'}, {'name': 'Ivo Seitenzahl'}, {'name': 'Giovanni Strampelli'}, {'name': 'Xi E. Wang'}]","19 pages, 12 figures, accepted to MNRAS",http://arxiv.org/abs/1706.09962v2,"['http://dx.doi.org/10.1093/mnras/stx2675', 'http://arxiv.org/pdf/1706.09962v2']",astro-ph.SR,"['astro-ph.SR', 'astro-ph.GA']",10.1093/mnras/stx2675,
http://arxiv.org/abs/1405.3635v2,2014-05-27T17:03:10Z,2014-05-14T19:26:40Z,Life after eruption - IV. Spectroscopy of 13 old novae,"We present data on 13 post-nova systems. This includes the recovery via UBVR
photometry of the five post-novae X Cir, V2104 Oph, V363 Sgr, V928 Sgr and
V1274 Sgr and their spectroscopic confirmation. We provide accurate coordinates
and finding charts for those objects. Additional first-time or improved
spectroscopic data are presented for V356 Aql, V500 Aql, V604 Aql, V1370 Aql,
MT Cen, V693 CrA, V697 Sco and MU Ser. Investigating the behaviour of a few
easily accessible parameters yields (limited) information on the accretion
state and the system inclination. We predict that X Cir and V697 Sco are likely
to reveal their orbital period via time series photometry and that long-term
photometric monitoring of V356 Aql, V500 Aql, V1370 Aql and X Cir has a good
chance of discovering outburst-like behaviour in these systems.","[{'name': 'C. Tappert'}, {'name': 'N. Vogt'}, {'name': 'M. Della Valle'}, {'name': 'L. Schmidtobreick'}, {'name': 'A. Ederoclite'}]","13 pages, 6 figures, 4 tables, accepted for MNRAS; corrections: DEC
  entry for V2104 Oph in Table 1, finding chart for V1274 Sgr in Fig.A1 (thanks
  to Brian Skiff!)",http://arxiv.org/abs/1405.3635v2,"['http://dx.doi.org/10.1093/mnras/stu781', 'http://arxiv.org/pdf/1405.3635v2']",astro-ph.SR,['astro-ph.SR'],10.1093/mnras/stu781,
http://arxiv.org/abs/2101.03157v1,2021-01-08T18:39:41Z,2021-01-08T18:39:41Z,On the structure of Small Magellanic Cloud star clusters,"It has been recently shown from observational data sets the variation of
structural parameters and internal dynamical evolution of star clusters in the
Milky Way and in the Large Magellanic Cloud (LMC), caused by the different
gravitational field strengths that they experience. We report here some hints
for such a differential tidal effects in structural parameters of star clusters
in the Small Magellanic Cloud (SMC), which is nearly 10 times less massive than
the LMC. A key contribution to this study is the consideration of the SMC as a
triaxial spheroid, from which we estimate the deprojected distances to the SMC
center of the statistically significant sample of star clusters analyzed. By
adopting a 3D geometry of the SMC, we avoid the spurious effects caused by
considering that a star cluster observed along the line-of-sight is close to
the galaxy center. When inspecting the relationships between the star cluster
sizes (represented by the 90% light radii), their eccentricities, masses and
ages with the deprojected distances, we find: (i) the star cluster sizes are
not visibly affected by tidal effects, because relatively small and large
objects are spread through the SMC body. (ii) Star clusters with large
eccentricities (> 0.4) are preferentially found located at deprojected
distances smaller than $\sim$ 7-8 kpc, although many star clusters with smaller
eccentricities are also found occupying a similar volume. (iii) Star clusters
more massive than log(M /Mo) $\sim$ 4.0 are among the oldest star clusters,
generally placed in the outermost SMC region and with a relative small level of
flattening. These findings contrast with the more elongated, generally younger,
less massive and innermost star clusters.",{'name': 'Andrés E. Piatti'},"6 pages, 6 figures. Accepted por publication in Astronomy &
  Astrophysics",http://arxiv.org/abs/2101.03157v1,"['http://dx.doi.org/10.1051/0004-6361/202039888', 'http://arxiv.org/pdf/2101.03157v1']",astro-ph.GA,['astro-ph.GA'],10.1051/0004-6361/202039888,"A&A 647, A11 (2021)"
http://arxiv.org/abs/0910.1815v1,2009-10-09T19:03:03Z,2009-10-09T19:03:03Z,"A spectral line survey of Orion KL in the bands 486-492 and 541-577 GHz
  with the Odin satellite II. Data analysis","We investigate the physical and chemical conditions in a typical star forming
region, including an unbiased search for new molecules in a spectral region
previously unobserved. Due to its proximity, the Orion KL region offers a
unique laboratory of molecular astrophysics in a chemically rich, massive star
forming region. Several ground-based spectral line surveys have been made, but
due to the absorption by water and oxygen, the terrestrial atmosphere is
completely opaque at frequencies around 487 and 557 GHz. To cover these
frequencies we used the Odin satellite to perform a spectral line survey in the
frequency ranges 486-492 GHz and 541-577 GHz, filling the gaps between previous
spectral scans. Odin's high main beam efficiency and observations performed
outside the atmosphere make our intensity scale very well determined. We
observed 280 spectral lines from 38 molecules including isotopologues, and, in
addition, 64 unidentified lines. The beam-averaged emission is dominated by CO,
H2O, SO2, SO, 13CO and CH3OH. Species with the largest number of lines are
CH3OH, (CH33)2O, SO2, 13CH3OH, CH3CN and NO. Six water lines are detected
including the ground state rotational transition o-H2O, its isotopologues
o-H218O and o-H217O, the Hot Core tracing p-H2O transition 6(2,4)-7(1,7), and
the 2(0, 2)-1(1,1) transition of HDO. Other lines of special interest are the
1_0-0_0 transition of NH3 and its isotopologue 15NH3. Isotopologue abundance
ratios of D/H, 12C/13C, 32S/34S, 34S/33S, and 18O/17O are estimated. The
temperatures, column densities and abundances in the various subregions are
estimated, and we find very high gas-phase abundances of H2O, NH3, SO2, SO, NO,
and CH3OH. A comparison with the ice inventory of ISO sheds new light on the
origin of the abundant gas-phase molecules.","[{'name': 'C. M. Persson'}, {'name': 'A. O. H. Olofsson'}, {'name': 'N. Koning'}, {'name': 'P. Bergman'}, {'name': 'P. Bernath'}, {'name': 'J. H. Black'}, {'name': 'U. Frisk'}, {'name': 'W. Geppert'}, {'name': 'T. I. Hasegawa'}, {'name': 'A. Hjalmarson'}, {'name': 'S. Kwok'}, {'name': 'B. Larsson'}, {'name': 'A. Lecacheux'}, {'name': 'A. Nummelin'}, {'name': 'M. Olberg'}, {'name': 'Aa. Sandqvist'}, {'name': 'E. S. Wirstrom'}]","51 pages, 47 figures, 35 tables, accepted for publication in
  Astronomy and Astrophysics 17 September 2007",http://arxiv.org/abs/0910.1815v1,"['http://dx.doi.org/10.1051/0004-6361:20077225', 'http://arxiv.org/pdf/0910.1815v1']",astro-ph.SR,['astro-ph.SR'],10.1051/0004-6361:20077225,"Astron.Astrophys.476:807,2007"
http://arxiv.org/abs/2208.10984v1,2022-08-23T14:05:30Z,2022-08-23T14:05:30Z,"ULISSE: A Tool for One-shot Sky Exploration and its Application to
  Active Galactic Nuclei Detection","Modern sky surveys are producing ever larger amounts of observational data,
which makes the application of classical approaches for the classification and
analysis of objects challenging and time-consuming. However, this issue may be
significantly mitigated by the application of automatic machine and deep
learning methods. We propose ULISSE, a new deep learning tool that, starting
from a single prototype object, is capable of identifying objects sharing the
same morphological and photometric properties, and hence of creating a list of
candidate sosia. In this work, we focus on applying our method to the detection
of AGN candidates in a Sloan Digital Sky Survey galaxy sample, since the
identification and classification of Active Galactic Nuclei (AGN) in the
optical band still remains a challenging task in extragalactic astronomy.
Intended for the initial exploration of large sky surveys, ULISSE directly uses
features extracted from the ImageNet dataset to perform a similarity search.
The method is capable of rapidly identifying a list of candidates, starting
from only a single image of a given prototype, without the need for any
time-consuming neural network training. Our experiments show ULISSE is able to
identify AGN candidates based on a combination of host galaxy morphology, color
and the presence of a central nuclear source, with a retrieval efficiency
ranging from 21% to 65% (including composite sources) depending on the
prototype, where the random guess baseline is 12%. We find ULISSE to be most
effective in retrieving AGN in early-type host galaxies, as opposed to
prototypes with spiral- or late-type properties. Based on the results described
in this work, ULISSE can be a promising tool for selecting different types of
astrophysical objects in current and future wide-field surveys (e.g. Euclid,
LSST etc.) that target millions of sources every single night.","[{'name': 'Lars Doorenbos'}, {'name': 'Olena Torbaniuk'}, {'name': 'Stefano Cavuoti'}, {'name': 'Maurizio Paolillo'}, {'name': 'Giuseppe Longo'}, {'name': 'Massimo Brescia'}, {'name': 'Raphael Sznitman'}, {'name': 'Pablo Márquez-Neila'}]",Accepted for publication in A&A,http://arxiv.org/abs/2208.10984v1,"['http://dx.doi.org/10.1051/0004-6361/202243900', 'http://arxiv.org/pdf/2208.10984v1']",astro-ph.IM,"['astro-ph.IM', 'cs.CV']",10.1051/0004-6361/202243900,"A&A 666, A171 (2022)"
http://arxiv.org/abs/1111.6116v1,2011-11-25T21:22:42Z,2011-11-25T21:22:42Z,AstroDAbis: Annotations and Cross-Matches for Remote Catalogues,"Astronomers are good at sharing data, but poorer at sharing knowledge.
  Almost all astronomical data ends up in open archives, and access to these is
being simplified by the development of the global Virtual Observatory (VO).
This is a great advance, but the fundamental problem remains that these
archives contain only basic observational data, whereas all the astrophysical
interpretation of that data -- which source is a quasar, which a low-mass star,
and which an image artefact -- is contained in journal papers, with very little
linkage back from the literature to the original data archives. It is therefore
currently impossible for an astronomer to pose a query like ""give me all
sources in this data archive that have been identified as quasars"" and this
limits the effective exploitation of these archives, as the user of an archive
has no direct means of taking advantage of the knowledge derived by its
previous users.
  The AstroDAbis service aims to address this, in a prototype service enabling
astronomers to record annotations and cross-identifications in the AstroDAbis
service, annotating objects in other catalogues. We have deployed two
interfaces to the annotations, namely one astronomy-specific one using the TAP
protocol}, and a second exploiting generic Linked Open Data (LOD) and RDF
techniques.","[{'name': 'Norman Gray'}, {'name': 'Robert G Mann'}, {'name': 'Dave Morris'}, {'name': 'Mark Holliman'}, {'name': 'Keith Noddle'}]","4 pages, 1 figure, to appear in Proceedings of ADASS XXI, Paris, 2011",http://arxiv.org/abs/1111.6116v1,http://arxiv.org/pdf/1111.6116v1,astro-ph.IM,"['astro-ph.IM', 'cs.DL', 'cs.IR', 'J.2; H.2.8; H.5.4']",,
http://arxiv.org/abs/1902.07433v1,2019-02-20T07:26:58Z,2019-02-20T07:26:58Z,"The rise and fall of a binary AGN candidate: the story of PSO
  J334.2028+1.4075","Apparently periodic optical variations of the luminous high-redshift (z=2.06)
quasar PSO J334.2028+1.4075 led Liu et al. (2015) to interpret the variability
as the orbital period of a binary supermassive black hole (SMBH) residing in a
single circumbinary accretion disk. The proposed orbital separation was around
0.006 pc, and the possible inspiral time about 7 yr in the rest frame of the
quasar. Such objects would be of high interest as the difficult-to-find end
products of binary SMBH evolution, and potential sources of low-frequency
gravitational waves. However, extending the time baseline of the variability
study, Liu et al. (2016) later found that the periodicity of PSO
J334.2028+1.4075 does not remain persistent. Foord et al. (2017) did not find
evidence for the binary active galactic nucleus scenario based on Chandra X-ray
observations. The object has also been studied in detail in the radio (Mooley
et al. 2018) with the Karl G. Jansky Very Large Array (VLA) and the Very Long
Baseline Array (VLBA), revealing a lobe-dominated quasar at kpc scales, and
possibly a precessing jet, which might retain PSO J334.2028+1.4075 as a binary
SMBH candidate. Here we report on our 1.7-GHz observation with the European
VLBI Network (EVN) which complements the VLBA data taken at higher frequencies,
and discuss the current knowledge about the nature of this interesting object.","[{'name': 'P. Benke'}, {'name': 'S. Frey'}, {'name': 'K. É. Gabányi'}, {'name': 'L. I. Gurvits'}, {'name': 'Z. Paragi'}, {'name': 'T. An'}, {'name': 'E. Kun'}, {'name': 'P. Mohan'}, {'name': 'D. Cseh'}, {'name': 'Gy. Mező'}]","4 pages, 1 figure, accepted for the proceedings of the 14th European
  VLBI Network Symposium & Users Meeting (Granada, Spain, 8-11 Oct 2018).
  Proceedings of Science, PoS(EVN2018)098",http://arxiv.org/abs/1902.07433v1,http://arxiv.org/pdf/1902.07433v1,astro-ph.GA,"['astro-ph.GA', 'astro-ph.HE']",,
http://arxiv.org/abs/0907.2133v2,2009-08-28T13:01:04Z,2009-07-13T18:47:36Z,"Radio and X-ray study of two multi-shell Supernova Remnants: Kes79 and
  G352.7-0.1","We investigate two multi-shell galactic supernova remnants (SNRs), Kes79 and
G352.7-0.1, to understand the causes of such morphology. The research was
carried out based on new and reprocessed archival VLA observations and
XMM-Newton archival data. The surrounding was investigated based on data
extracted from the HI Canadian Galactic Plane Survey, the 13^CO Galactic Ring
Survey and the HI Southern Galactic Plane Survey. The present study revealed
that the overall morphology of both SNRs is the result of the mass-loss history
of their respective progenitor stars. Kes79 would be the product of the
gravitational collapse of a massive O9 star evolving near a molecular cloud and
within the precursor's wind-driven bubble, while G352.7-0.1 would be the result
of interactions of the SNR with an asymmetric wind from the progenitor together
with projection effects. No radio point source or pulsar wind nebula was found
associated with the X-ray pulsar CXOU J185238.6+004020 in Kes79. The X-ray
study of G352.7-0.1, on its hand, revealed that most of the thermal X-ray
radiation completely fills in the interior of the remnant and originates in
heated ejecta. Characteristic parameters, like radio flux, radio spectral
index, age, distance, shock velocity, initial energy and luminosity, were
estimated for both SNRs.","[{'name': 'E. Giacani'}, {'name': 'M. J. S. Smith'}, {'name': 'G. Dubner'}, {'name': 'N. Loiseau'}, {'name': 'G. Castelletti'}, {'name': 'S. Paron'}]","14 pages, 13 figures. Accepted to be published in Astronomy and
  Astrophysics",http://arxiv.org/abs/0907.2133v2,"['http://dx.doi.org/10.1051/0004-6361/200912253', 'http://arxiv.org/pdf/0907.2133v2']",astro-ph.GA,['astro-ph.GA'],10.1051/0004-6361/200912253,
http://arxiv.org/abs/1606.08864v1,2016-06-28T20:02:13Z,2016-06-28T20:02:13Z,Filtering interlopers from galaxy surveys,"We present Intercut, a Python-based program that applies secondary line
identification and photometric cuts to mock galaxy surveys, in order to
simulate interloper identification. This program can be used to optimize the
removal of interloper contamination in upcoming surveys. Intercut reads a mock
galaxy survey and an emission line sensitivity and simulates interloper removal
through secondary line identification and broad-band photometry. This program
is designed to use the COSMOS mock catalog, although the program can be
modified for an alternative mock catalog. The output of the program returns an
interloper fraction for each emission line, as well as the total fraction over
all lines, as a function of redshift. We test Intercut by predicting interloper
rates for the WFIRST emission line sensitivity, finding agreement with previous
work. This program is publically available on Github","[{'name': 'Kaze Wong'}, {'name': 'Anthony Pullen'}, {'name': 'Shirley Ho'}]",,http://arxiv.org/abs/1606.08864v1,http://arxiv.org/pdf/1606.08864v1,astro-ph.IM,"['astro-ph.IM', 'astro-ph.CO', 'astro-ph.GA']",,
http://arxiv.org/abs/1508.06078v1,2015-08-25T09:06:31Z,2015-08-25T09:06:31Z,Observer Access to the Cherenkov Telescope Array,"The Cherenkov Telescope Array (CTA), a ground-based facility for
very-high-energy (VHE) gamma-ray astronomy, will operate as an open
observatory, serving a wide scientific community to explore and to study the
non-thermal universe. Open community access is a novelty in this domain,
putting a challenge on the implementation of services that make VHE gamma-ray
astronomy as accessible as any other waveband. We present here the design of
the CTA Observer Access system that comprises support of scientific users,
dissemination of data and software, tools for scientific analysis, and the
system to submit observing proposals. We outline the scientific user workflows
and provide the status of the current developments.","[{'name': 'Jürgen Knödlseder', 'affiliation': 'for the CTA Consortium'}, {'name': 'Volker Beckmann', 'affiliation': 'for the CTA Consortium'}, {'name': 'Catherine Boisson', 'affiliation': 'for the CTA Consortium'}, {'name': 'Sylvie Brau-Nogué', 'affiliation': 'for the CTA Consortium'}, {'name': 'Christoph Deil', 'affiliation': 'for the CTA Consortium'}, {'name': 'Bruno Khélifi', 'affiliation': 'for the CTA Consortium'}, {'name': 'Michael Mayer', 'affiliation': 'for the CTA Consortium'}, {'name': 'Roland Walter', 'affiliation': 'for the CTA Consortium'}]","In Proceedings of the 34th International Cosmic Ray Conference
  (ICRC2015), The Hague, The Netherlands. All CTA contributions at
  arXiv:1508.05894",http://arxiv.org/abs/1508.06078v1,http://arxiv.org/pdf/1508.06078v1,astro-ph.IM,['astro-ph.IM'],,
http://arxiv.org/abs/1812.02923v1,2018-12-07T06:07:33Z,2018-12-07T06:07:33Z,"Evidence for Optically Thick, Eddington-limited Winds Driven by
  Supercritical Accretion","Supercritical accretion onto compact objects powers a massive wind that is
optically thick and Eddington-limited. If most of the hard X-rays from the
central disk are obscured by the wind, the source will display a blackbody-like
spectrum with a luminosity scaled with the mass of the compact object. From the
Chandra archive of nearby galaxies, we selected a sample of luminous and very
soft sources and excluded contaminations from foreground objects and supernova
remnants. They are found to be preferentially associated with late-type
galaxies. The majority of sources in our sample are either too hot or too
luminous to be explained by nuclear burning on the surface of white dwarfs, and
are argued to be powered by accretion. The most likely explanation is that they
are due to emission from the photosphere of a wind driven by supercritical
accretion onto compact objects. Their blackbody luminosity ranges from ~10^37
to nearly 10^40 erg/s, indicative of the presence of both neutron stars and
stellar-mass black holes. The blackbody luminosity also shows a possible
bimodal distribution, albeit at low significance, peaked around the Eddington
limit for neutron stars and stellar-mass black holes, respectively. If this can
be confirmed, it will be smoking gun evidence that supercritical accretion
powers thick winds. Based on a wind model, the inferred mass accretion rate of
these objects is around a few hundred times the Eddington rate, suggesting that
they may be intermediate between the canonical ultraluminous X-ray sources and
SS 433 in terms of the accretion rate.","[{'name': 'Yu Zhou'}, {'name': 'Hua Feng'}, {'name': 'Luis C. Ho'}, {'name': 'Yuhan Yao'}]",accepted for publication in ApJ,http://arxiv.org/abs/1812.02923v1,"['http://dx.doi.org/10.3847/1538-4357/aaf724', 'http://arxiv.org/pdf/1812.02923v1']",astro-ph.HE,['astro-ph.HE'],10.3847/1538-4357/aaf724,"The Astrophysical Journal, Volume 871, Issue 1, article id. 115,
  14 pp. (2019)"
http://arxiv.org/abs/2310.19910v1,2023-10-30T18:24:25Z,2023-10-30T18:24:25Z,Bayesian Simulation-based Inference for Cosmological Initial Conditions,"Reconstructing astrophysical and cosmological fields from observations is
challenging. It requires accounting for non-linear transformations, mixing of
spatial structure, and noise. In contrast, forward simulators that map fields
to observations are readily available for many applications. We present a
versatile Bayesian field reconstruction algorithm rooted in simulation-based
inference and enhanced by autoregressive modeling. The proposed technique is
applicable to generic (non-differentiable) forward simulators and allows
sampling from the posterior for the underlying field. We show first promising
results on a proof-of-concept application: the recovery of cosmological initial
conditions from late-time density fields.","[{'name': 'Florian List'}, {'name': 'Noemi Anau Montel'}, {'name': 'Christoph Weniger'}]","Accepted for the NeurIPS 2023 workshop Machine Learning and the
  Physical Sciences; 5 pages, 1 figure",http://arxiv.org/abs/2310.19910v1,http://arxiv.org/pdf/2310.19910v1,astro-ph.CO,"['astro-ph.CO', 'astro-ph.IM', 'cs.LG']",,
http://arxiv.org/abs/1308.4147v2,2013-08-21T16:12:49Z,2013-08-19T20:00:07Z,"The First Circumstellar Disk Imaged in Silhouette with Adaptive Optics:
  MagAO Imaging of Orion 218-354","We present high resolution adaptive optics (AO) corrected images of the
silhouette disk Orion 218-354 taken with Magellan AO (MagAO) and its visible
light camera, VisAO, in simultaneous differential imaging (SDI) mode at
H-alpha. This is the first image of a circumstellar disk seen in silhouette
with adaptive optics and is among the first visible light adaptive optics
results in the literature. We derive the disk extent, geometry, intensity and
extinction profiles and find, in contrast with previous work, that the disk is
likely optically-thin at H-alpha. Our data provide an estimate of the column
density in primitive, ISM-like grains as a function of radius in the disk. We
estimate that only ~10% of the total sub-mm derived disk mass lies in
primitive, unprocessed grains. We use our data, Monte Carlo radiative transfer
modeling and previous results from the literature to make the first
self-consistent multiwavelength model of Orion 218-354. We find that we are
able to reproduce the 1-1000micron SED with a ~2-540AU disk of the size,
geometry, small vs. large grain proportion and radial mass profile indicated by
our data. This inner radius is a factor of ~15 larger than the sublimation
radius of the disk, suggesting that it is likely cleared in the very interior.","[{'name': 'Katherine B. Follette'}, {'name': 'Laird M. Close'}, {'name': 'Jared R. Males'}, {'name': 'Derek Kopon'}, {'name': 'Ya-Lin Wu'}, {'name': 'Katie M. Morzinski'}, {'name': 'Philip Hinz'}, {'name': 'Timothy J. Rodigas'}, {'name': 'Alfio Puglisi'}, {'name': 'Simone Esposito'}, {'name': 'Armando Riccardi'}, {'name': 'Enrico Pinna'}, {'name': 'Marco Xompero'}, {'name': 'Runa Briguglio'}]","14 pages, 4 figures, ApJL accepted",http://arxiv.org/abs/1308.4147v2,"['http://dx.doi.org/10.1088/2041-8205/775/1/L13', 'http://arxiv.org/pdf/1308.4147v2']",astro-ph.EP,"['astro-ph.EP', 'astro-ph.SR']",10.1088/2041-8205/775/1/L13,
http://arxiv.org/abs/1405.4711v1,2014-05-19T13:14:33Z,2014-05-19T13:14:33Z,"Black hole mass determination in the X-ray binary 4U 1630--47: Scaling
  of spectral and variability characteristics","We present the results of a comprehensive investigation on the evolution of
spectral and timing properties of the Galactic black hole candidate 4U 1630--47
during its spectral transitions. In particular, we show how a scaling of the
correlation of the photon index of the Comptonized spectral component Gamma
with low frequency of quasi-periodic oscillations (QPO), nu_L and mass
accretion rate, $\dot M$ can be applied to the black hole mass and the
inclination angle estimates. We analyze the transition episodes observed with
the {\it Rossi} X-ray Timing Explorer (RXTE) and BeppoSAX satellites. We find
that the broadband X-ray energy spectra of 4U~1630--47 during all spectral
states can be modeled by a combination of a thermal component, a Comptonized
component and a red-skewed iron line component. We also establish that Gamma
monotonically increases during transition from the low-hard state to the
high-soft state and then saturates for high mass accretion rates. The index
saturation levels vary for different transition episodes. Correlations of Gamma
versus nu_L also shows saturation at Gamma ~ 3. Gamma-Mdot and Gamma-nu_L
correlations with their index saturation revealed in 4U~1630--47 are similar to
those established in a number of other BHCs and can be considered as an
observational evidence for the presence of a black hole in these sources. The
scaling technique, which relies on XTE J1550--564, GRO 1655-40 and H 1743-322
as reference sources, allows us to evaluate a black hole mass in 4U~1630--47
yielding M_{BH}~10+/- 0.1 solar masses, and to constrain the inclination angle
of i< 70 degrees.","[{'name': 'Elena Seifina', 'affiliation': 'MSU, Russia'}, {'name': 'Lev Titarchuk', 'affiliation': 'University of Ferrara, Italy and GSFC, USA'}, {'name': 'Nikolai Shaposhnikov', 'affiliation': 'UMD and GSFC, USA'}]","33 pages, 13 Figures. The paper is accepted and scheduled for
  publication in The Astrophysical Journal, July 1, 2014, v 789, 1 issue",http://arxiv.org/abs/1405.4711v1,"['http://dx.doi.org/10.1088/0004-637X/789/1/57', 'http://arxiv.org/pdf/1405.4711v1']",astro-ph.SR,"['astro-ph.SR', 'astro-ph.HE']",10.1088/0004-637X/789/1/57,
http://arxiv.org/abs/1003.5109v1,2010-03-26T10:55:22Z,2010-03-26T10:55:22Z,Rotation and Convective Core Overshoot in theta Ophiuchi,"(abridged) Recent work on several beta Cephei stars has succeeded in
constraining both their interior rotation profile and their convective core
overshoot. In particular, a recent study focusing on theta$ Oph has shown that
a convective core overshoot parameter of alpha = 0.44 is required to model the
observed pulsation frequencies, significantly higher than for other stars of
this type. We investigate the effects of rotation and overshoot in early type
main sequence pulsators, and attempt to use the low order pulsation frequencies
to constrain these parameters. This will be applied to a few test models and
theta Oph. We use a 2D stellar evolution code and a 2D linear adiabatic
pulsation code to calculate pulsation frequencies for 9.5 Msun models. We
calculate low order p-modes for models with a range of rotation rates and
convective core overshoot parameters. Using these models, we find that the
convective core overshoot has a larger effect on the pulsation frequencies than
the rotation, except in the most rapidly rotating models considered. When the
differences in radii are accounted for by scaling the frequencies, the effects
of rotation diminish, but are not entirely accounted for. We find that
increasing the convective core overshoot decreases the large separation, while
producing a slight increase in the small separations. We created a model
frequency grid which spanned several rotation rates and convective core
overshoot values. Using a modified chi^2 statistic, we are able to recover the
rotation velocity and core overshoot for a few test models. Finally, we discuss
the case of the beta Cephei star theta Oph. Using the observed frequencies and
a fixed mass and metallicity, we find a lower overshoot than previously
determined, with alpha = 0.28 +/- 0.05. Our determination of the rotation rate
agrees well with both previous work and observations, around 30 km/s.","[{'name': 'C. C. Lovekin'}, {'name': 'M. -J. Goupil'}]","10 pages, 14 figures. Accepted for publication in A&A.",http://arxiv.org/abs/1003.5109v1,"['http://dx.doi.org/10.1051/0004-6361/200913855', 'http://arxiv.org/pdf/1003.5109v1']",astro-ph.SR,['astro-ph.SR'],10.1051/0004-6361/200913855,
http://arxiv.org/abs/1211.1005v1,2012-11-05T10:29:40Z,2012-11-05T10:29:40Z,Superdense galaxies and the mass-size relation at low redshift,"We search for massive and compact galaxies (superdense galaxies, hereafter
SDGs) at z=0.03-0.11 in the Padova-Millennium Galaxy and Group Catalogue, a
spectroscopically complete sample representative of the local Universe general
field population. We find that compact galaxies with radii and mass densities
comparable to high-z massive and passive galaxies represent 4.4% of all
galaxies with stellar masses above 3 X 10^10 M_sun, yielding a number density
of 4.3 X 10^-4 h^3 Mpc^-3. Most of them are S0s (70%) or ellipticals (23%), are
red and have intermediate-to-old stellar populations, with a median
luminosity-weighted age of 5.4 Gyr and a median mass-weighted age of 9.2 Gyr.
Their velocity dispersions and dynamical masses are consistent with the small
radii and high stellar mass estimates. Comparing with the WINGS sample of
cluster galaxies at similar redshifts, the fraction of superdense galaxies is
three times smaller in the field than in clusters, and cluster SDGs are on
average 4 Gyr older than field SDGs. We confirm the existence of a universal
trend of smaller radii for older luminosity-weighted ages at fixed galaxy mass.
On top of the well known dependence of stellar age on galaxy mass, the
luminosity-weighted age of galaxies depends on galaxy compactness at fixed
mass, and, for a fixed mass and radius, on environment. This effect needs to be
taken into account in order not to overestimate the evolution of galaxy sizes
from high- to low-z. Our results and hierarchical simulations suggest that a
significant fraction of the massive compact galaxies at high-z have evolved
into compact galaxies in galaxy clusters today. When stellar age and
environmental effects are taken into account, the average amount of size
evolution of individual galaxies between high- and low-z is mild, a factor
~1.6. (abridged)","[{'name': 'Bianca Poggianti'}, {'name': 'Rosa Calvi'}, {'name': 'Daniele Bindoni'}, {'name': ""Mauro D'Onofrio""}, {'name': 'Alessia Moretti'}, {'name': 'Tiziano Valentinuzzi'}, {'name': 'Gianni Fasano'}, {'name': 'Jacopo Fritz'}, {'name': 'Gabriella De Lucia'}, {'name': 'Benedetta Vulcani'}, {'name': 'Daniela Bettoni'}, {'name': 'Marco Gullieuszik'}, {'name': 'Alessandro Omizzolo'}]","ApJ, in press",http://arxiv.org/abs/1211.1005v1,"['http://dx.doi.org/10.1088/0004-637X/762/2/77', 'http://arxiv.org/pdf/1211.1005v1']",astro-ph.CO,['astro-ph.CO'],10.1088/0004-637X/762/2/77,
